agegrp,density_c,examyear_cat,riskBCSC_v2_5y_cat,resinit_c,resfnl_c,resfnl_c3,cancscrfu1yr_c,dcisscrfu1yr_c,invscrfu1yr_c,stage_advanced,count
60-69,b,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,148
60-69,b,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,163
60-69,b,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,106
60-69,b,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,45
60-69,b,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,86
60-69,b,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,96
60-69,b,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,104
60-69,b,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,86
60-69,b,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,18
60-69,b,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,30
60-69,b,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,28
60-69,b,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,31
60-69,b,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,22
60-69,b,2005-2008,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
60-69,b,2009-2010,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
60-69,b,2011-2012,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,5
60-69,b,2013-2014,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,4
60-69,b,2015-2017,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
60-69,b,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
60-69,b,2015-2017,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
60-69,b,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,7
60-69,b,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,5
60-69,b,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,6
60-69,b,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,13
60-69,b,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,8
60-69,b,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
60-69,b,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,8
60-69,b,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,6
60-69,b,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,11
60-69,b,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,15
60-69,b,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
60-69,b,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,b,2005-2008,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,b,2011-2012,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,5
60-69,b,2013-2014,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,b,2015-2017,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,3
60-69,b,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,33
60-69,b,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,49
60-69,b,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,53
60-69,b,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,47
60-69,b,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,25
60-69,b,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,16
60-69,b,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,31
60-69,b,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,38
60-69,b,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,43
60-69,b,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,18
60-69,b,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,5
60-69,b,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,16
60-69,b,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,8
60-69,b,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,14
60-69,b,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,8
60-69,b,2009-2010,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2011-2012,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,b,2015-2017,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3434
60-69,c,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4550
60-69,c,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,5368
60-69,c,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,6979
60-69,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,6299
60-69,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,17872
60-69,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,22223
60-69,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,23440
60-69,c,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,25618
60-69,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,18791
60-69,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,10173
60-69,c,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,13115
60-69,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,14993
60-69,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,16515
60-69,c,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,11841
60-69,c,2005-2008,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1570
60-69,c,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2105
60-69,c,2011-2012,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2725
60-69,c,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3046
60-69,c,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2319
60-69,c,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
60-69,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
60-69,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,17
60-69,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,16
60-69,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,14
60-69,c,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,15
60-69,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,10
60-69,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,12
60-69,c,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,9
60-69,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,13
60-69,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,18
60-69,c,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,10
60-69,c,2005-2008,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
60-69,c,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,c,2011-2012,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,6
60-69,c,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
60-69,c,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
60-69,c,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,3
60-69,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,4
60-69,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,7
60-69,c,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,4
60-69,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,c,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,3
60-69,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,8
60-69,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,3
60-69,c,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,6
60-69,c,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,4
60-69,c,2011-2012,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,c,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,c,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,3
60-69,c,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
60-69,c,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
60-69,c,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,4
60-69,c,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,4
60-69,c,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,3
60-69,c,2005-2008,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,2
60-69,c,2005-2008,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,193
60-69,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,241
60-69,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,250
60-69,c,2013-2014,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,321
60-69,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,289
60-69,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1173
60-69,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1380
60-69,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1393
60-69,c,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1352
60-69,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,897
60-69,c,2005-2008,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,713
60-69,c,2009-2010,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,956
60-69,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,907
60-69,c,2013-2014,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,985
60-69,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,647
60-69,c,2005-2008,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,149
60-69,c,2009-2010,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,167
60-69,c,2011-2012,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,182
60-69,c,2013-2014,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,184
60-69,c,2015-2017,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,129
60-69,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
60-69,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
60-69,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
60-69,c,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
60-69,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,c,2005-2008,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
60-69,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
60-69,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
60-69,c,2013-2014,>=4.00,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
60-69,c,2005-2008,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2013-2014,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,2
60-69,c,2011-2012,>=4.00,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2005-2008,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,38
60-69,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,52
60-69,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,80
60-69,c,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,71
60-69,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,43
60-69,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,372
60-69,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,451
60-69,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,419
60-69,c,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,415
60-69,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,217
60-69,c,2005-2008,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,253
60-69,c,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,320
60-69,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,301
60-69,c,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,266
60-69,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,154
60-69,c,2005-2008,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,40
60-69,c,2009-2010,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,55
60-69,c,2011-2012,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,45
60-69,c,2013-2014,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,45
60-69,c,2015-2017,>=4.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,35
60-69,c,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
60-69,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,3
60-69,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,4
60-69,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,4
60-69,c,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,5
60-69,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,3
60-69,c,2005-2008,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
60-69,c,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
60-69,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,4
60-69,c,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,8
60-69,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,7
60-69,c,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2009-2010,>=4.00,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2015-2017,>=4.00,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,c,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,3
60-69,c,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,c,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,3
60-69,c,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,c,2015-2017,2.50 to 3.99,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2009-2010,>=4.00,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2011-2012,>=4.00,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,c,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,27
60-69,c,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,31
60-69,c,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,37
60-69,c,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,44
60-69,c,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,31
60-69,c,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,231
60-69,c,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,223
60-69,c,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,217
60-69,c,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,210
60-69,c,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,142
60-69,c,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,132
60-69,c,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,189
60-69,c,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,192
60-69,c,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,189
60-69,c,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,127
60-69,c,2005-2008,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,26
